"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"1397","P11413","G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4","G6PD",-1.264451076,-1.124970793,-1.305506485,-1.383581663,2.540962277,-0.993398298,0.013853095,-1.277838941,-0.778639864,-1.6182714,-0.641885958,-0.020238618,-1.216057726,1.477699147,-1.14029399,-1.067882526,0.778620798,1.372620478,-0.945470477,-0.091589823,-1.866444422,-1.336060196,-0.451055983,-0.699781689,-1.592554461,-0.547018228,-0.629278522,-1.331312899,-0.515333168,-1.229577142,-0.452886961,0.101813131,1.0977463,0.191975846,-0.797060297,2.000504776,0.657464662,-1.182448579,-0.487061088,-0.004320234,-1.155477154,-1.156808859,-1.958678347,-1.088603789,1.386034628,-1.01712123,2.021998773,-1.071023125,-0.536290079,0.721802951,-1.204948287,-0.452422783,0.093528802,2.668335162,-1.237278906,-0.114001425,-0.544796082,0.358286458,-0.582385338,-1.47517798,-0.324525203,-0.284517954,-1.658681008,-0.040341397,-1.365788392,-1.456690516,-1.50090706,-0.927982372,-1.344887154,-0.291295191,0.612364569,-0.895333769,1.561591498,-1.133683625,0.59914273,0.572683054,2.374140357,-1.321893754,0.032131371,-0.482633384,-0.663233401,0.670578086,-1.24010402,-0.34647941,-0.529153973,-0.690351338,-0.983937239
"1398","P11441","UBL4A_HUMAN Ubiquitin-like protein 4A OS=Homo sapiens GN=UBL4A PE=1 SV=1","UBL4A",-0.358374945,0.079729475,0.089722017,-0.171458488,0.04466116,0.149768448,0.307457134,0.478671349,0.051866954,0.070042707,0.190072815,0.448168252,0.214139696,-0.032569261,0.196628692,0.834549821,0.570292163,-0.064301784,-0.565627935,0.549390251,-0.3839528,0.699891754,0.091141215,-0.251514907,-0.095434821,-0.802364117,0.212116655,0.350846001,0.64175601,-0.606487356,-0.706248063,-0.766700525,-0.174048442,-0.338971797,0.620593115,0.712777347,0.23576723,0.81376829,-0.480985376,-0.257908545,0.484656338,0.62872805,-0.810287967,0.581398884,-0.181274802,-0.963991902,-0.263231542,-0.027128237,0.29368906,0.310972512,0.17443749,0.512771391,0.288077465,-0.063188544,0.049405876,-0.332371168,-0.313118877,-0.313150306,0.302875728,0.102800181,-0.066208454,0.311473703,0.563473853,0.062136866,0.374761343,0.055877718,-0.517709757,-0.409389053,-0.058244651,-0.691323192,-0.010323459,0.009814695,0.149472475,-0.198662309,0.275005438,-0.3430166,-0.375093009,-0.010840676,0.202247024,0.237368201,-0.227405201,0.150274271,-0.221689015,0.476816077,-0.398506443,0.335000228,-0.448315322
"1399","P11498","PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2","PC",0.288880907,-0.430037659,-0.469621286,0.318697851,0.996402463,-0.584864412,-0.134592467,-0.811105717,-0.174390292,0.273179021,-0.524059025,-0.291937227,-0.897576214,-0.654953893,1.624392265,2.132915359,-0.362405228,-0.106403819,-0.410854389,1.034726424,-0.85876508,-0.715943192,0.037061161,-0.529880528,-1.134612812,0.839221806,-0.589752389,-0.576222601,0.101296418,0.362659311,-0.229605913,0.041714569,0.557560067,0.042805501,1.721723855,-0.200698352,1.751492699,-0.224242781,-0.547203469,-0.875760538,0.242549406,0.035016344,0.479476594,0.063982441,-0.15782679,-1.087651294,0.935451774,-0.29713215,1.257466804,-1.193213747,1.423457376,-0.677089709,0.063661363,-0.001036909,0.115412256,-0.334724188,-0.761512418,-0.655752954,0.031768345,-1.219555408,0.777724678,0.510852667,-0.157954795,-0.028664699,-0.414646308,-0.394649348,-0.058405115,-0.650924934,-0.458690903,-0.452612316,0.284738159,0.284955387,-0.210242214,1.81527037,-0.592895714,-0.215807377,-0.46115214,0.381154273,-0.22188447,-0.782335273,-0.054250272,-0.425903718,-1.227889089,2.010405163,-0.979575854,-0.627940803,-0.434055863
"1400","P11532","DMD_HUMAN Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=3","DMD",-0.748852275,0.69076706,0.078572642,0.635901367,-0.695066421,0.175756871,0.612103572,-0.283893787,1.457696916,0.741366445,-0.233298159,0.043432902,-0.237700731,-0.012323542,1.07839604,0.292224478,-0.027641423,-0.027678843,1.415760038,-0.086183169,-0.557155006,-0.245793684,-0.37956158,0.35649276,0.29128362,-0.801656991,0.481977765,-0.091753592,0.071524977,0.547616023,0.671482359,-0.705274378,0.997737695,1.069963819,-0.339090671,0.36385902,-0.540545408,-0.395080694,-0.575316139,0.306603727,-0.53151347,-0.66207178,-0.275527441,0.347397255,2.191767697,-0.018996638,-0.439856075,0.942313322,1.475424792,-0.664467388,0.489665692,0.470766779,-0.043997359,-0.627412471,0.185331605,0.365384425,-0.30408702,0.242001424,-0.514717334,0.413675787,-0.448562052,1.532252224,0.24017115,-0.364094732,-0.688553884,0.676789071,-0.486721909,1.095246231,-0.990656999,0.157467994,-0.610460783,-0.347038623,0.821272969,-0.701158354,-0.587821912,-0.785739868,-1.181557593,-0.686801395,1.29237377,0.638152467,0.913825632,-0.087966617,-0.259620793,1.354577153,-0.389741738,-0.121130266,-0.188779676
"1401","P11586","C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3","MTHFD1",-0.786863723,-0.373547322,-0.786632402,-0.087001989,0.407303846,-0.138359865,-0.651034457,-0.19250031,-0.645301089,-0.22330577,-0.039368692,0.323757782,-0.263246205,0.01714437,0.002623822,-0.338837224,0.311192231,-0.404858664,-0.794551694,0.180770035,0.308949199,0.190476102,0.373628901,-0.247853872,-0.209198367,0.429255917,0.15539121,0.367461862,0.216729595,-0.00553962,-0.280468394,-0.48278838,-0.338524658,-0.649308567,-0.606895726,0.339651007,0.336587497,-0.251672561,-0.173720372,-0.405520368,0.649559264,0.47058917,-1.121783439,-0.41965514,-0.118187029,-0.065385155,0.580432958,-0.455083602,-0.199128268,0.447486655,-0.465085894,-0.289689306,0.388387891,-0.400686418,-0.139878451,0.007018251,-0.218130291,-0.022862869,0.176931412,-0.279525995,-0.283704351,-0.175659231,0.467283399,-0.17726091,0.155699826,0.318148877,-0.619492833,-0.348030912,0.625289732,-0.234341589,0.06458174,0.109829125,-0.429602343,-0.247640054,0.778090344,-0.221505536,0.368054236,-0.239458983,0.322679962,-0.281031108,0.766647349,-0.768615823,-0.440927725,-0.833790476,-0.297667149,1.44607946,0.162970728
"1402","P11678","PERE_HUMAN Eosinophil peroxidase OS=Homo sapiens GN=EPX PE=1 SV=2","EPX",0.997842382,-0.723220902,-0.326123773,-0.91516463,-0.434526068,-0.787359691,0.618195231,0.290789253,1.039117114,-0.056609612,-0.526592524,-0.224236144,-0.228320228,-0.484140841,0.582938998,0.285411057,-1.066638927,-0.647265326,-0.602001481,0.39897856,-0.453592446,-0.661048446,-0.328060673,3.77548711,0.952125551,-0.077552185,-0.01284105,-0.447397511,-0.726514125,1.32837225,1.318721422,-0.81195584,0.263084312,-0.209939695,-0.016763772,-0.835912018,-0.70875164,1.330050539,-0.414116495,-1.688513899,-1.328856828,-0.930370676,-1.444639232,-0.123770631,-0.598449331,0.58065808,-1.038666909,1.177316361,0.6491036,-0.78480159,-0.719849849,2.780910031,-0.45108008,-1.6318196,-0.091202262,0.330748053,-0.38157915,0.735130422,-0.956780679,-1.86844727,-0.096175728,-1.248692138,1.477896151,-1.481086252,1.248726127,-1.21712593,-0.74451,1.074324941,0.058148816,-0.971829801,-1.694671093,-0.40631467,2.719230596,-0.787337489,0.186800656,-0.92708401,-0.050159074,0.407488662,0.646651146,-1.68786919,-2.600130791,-0.911511367,-1.676408455,0.530811067,-0.583026647,-1.765877848,0.509240506
"1403","P11684","UTER_HUMAN Uteroglobin OS=Homo sapiens GN=SCGB1A1 PE=1 SV=1","SCGB1A1",-1.3564994,0.194862488,1.144181876,-0.57488367,-0.615375522,-0.452483931,-1.449538104,-0.954693839,-0.378309781,0.964502014,-0.270551125,0.986551211,-0.085319598,0.044329341,-0.304911446,0.220298605,-0.415524412,-0.141862395,-0.253140657,3.309056417,-0.601698102,0.277958289,2.628411995,-0.276980263,-0.260195632,-0.794568195,-0.362416295,-0.650218727,-1.186693463,-1.047185365,-0.42429516,-1.035364224,-2.361318382,0.682640718,-1.048903347,-1.577701055,-0.552621855,0.078481956,-0.240800017,-0.246804072,0.206828318,-0.426983801,-0.687661112,0.844638534,4.07801753,2.582340862,-0.245756803,-1.067289172,-0.696825776,-2.198134177,-0.829108882,-2.200072599,-1.953077126,-3.112274827,-2.337064458,-2.320760069,-3.523134451,-3.359413108,-2.321370443,-3.483704442,-2.531323635,0.532692607,-0.290602878,-0.885295545,-1.443819999,-1.15155093,-1.825154891,-1.870452949,-1.677538484,0.057446573,-2.263494164,-1.143601333,4.039548687,-0.467386698,-1.312180273,-0.919312935,-1.025962592,-0.935369484,-1.025188391,0.027977616,0.205972922,0.064215007,-0.620834874,3.644723113,-0.204452354,-0.219152866,0.403642835
"1404","P11686","PSPC_HUMAN Pulmonary surfactant-associated protein C OS=Homo sapiens GN=SFTPC PE=1 SV=2","SFTPC",-0.444577219,0.247930646,0.855560419,1.353413389,-0.458649405,-0.16365577,-0.395852335,0.014252333,0.836339329,0.720764513,-0.642450255,-0.431620367,-1.052293766,-0.637366557,0.673120928,-0.029580532,0.364160278,-0.955332518,-0.374661468,-0.818560606,-1.244998722,1.438072206,-0.166975956,3.265711256,-0.669709849,-0.314242824,-0.216848098,0.723110307,-0.203989369,-0.023297643,3.322682533,-0.403976028,0.122112159,0.005927072,-0.419303092,-0.449215285,1.140900614,-0.804880687,-0.921372726,-0.441861838,-1.530848333,-1.026352935,-0.634351807,-0.975640207,-0.478885004,-0.759140414,-3.714798225,1.498942259,-1.282799444,-2.598148528,-3.790974029,-1.795055004,-2.843354362,-0.76081646,-1.419409133,-0.169859348,-0.05094591,1.857863359,-0.28829845,-0.518601168,-0.795078823,2.685709276,1.993973068,-1.120393249,-1.073940663,-0.909718665,-2.34176375,5.203444252,-1.870071737,-0.785421743,-1.812291792,0.369808773,1.573114465,-1.104511402,-0.969259505,-0.390601099,-0.488951357,-0.686697102,2.247330261,1.05719979,0.967238895,0.929177935,0.153778575,0.456478592,0.18458431,-0.431007748,1.262015781
"1405","P11717","MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3","IGF2R",1.50232419,0.315016048,-0.139173025,0.033778754,0.409522382,-0.602447736,-0.66651636,-0.010607156,-0.837839407,-0.369024921,-0.187284717,-0.176230832,-0.222890818,0.607173334,-0.438635241,1.644802269,-0.813866657,-0.636953779,-0.747698755,-0.269870429,1.296035138,-0.142389044,0.163074896,0.282906554,-0.294046071,2.114987665,-0.450433682,-0.145307853,0.298591797,-0.436122519,0.091912952,0.571106125,-0.062458297,-0.290299865,-0.371254124,-0.308478397,-0.611700573,-0.189400968,-0.392857046,-0.045733716,0.434347238,-0.050793396,0.574855074,0.125527586,-0.527920113,-0.24926705,-0.186720328,-0.367862808,-0.138012954,0.187158599,0.275985538,-0.488141441,-0.419216708,-0.942797956,-0.179337908,-0.057714877,0.186207657,0.318541213,0.131235555,-0.130530533,-0.126927726,0.519991932,-0.667526264,-0.526649376,0.235547537,-0.84251875,0.15446306,0.562611918,0.793033272,0.188829855,-0.348782599,0.08723035,-0.338436237,-0.493605084,-0.453854554,0.395367074,-0.385758068,-0.339597273,-0.100383456,-0.745294334,-1.171539604,0.548238147,-0.739674041,-0.529310161,-0.494971156,-1.139620881,-0.006234851
"1406","P11766","ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4","ADH5",-0.145911764,-0.271576557,0.405583217,-0.053909191,1.661611675,-0.064688614,-0.117746622,-0.73297809,0.231373931,-0.028537295,-0.139490722,-0.071670058,-0.323786749,-0.423067664,0.101935262,0.029084877,1.126638265,-0.878467996,0.523469005,0.120157093,-0.184288306,0.001899226,0.070602349,-0.752784931,-0.42701997,0.218209872,-0.372385047,-0.711510671,0.399422861,-0.355683918,0.255173102,0.590014241,-0.124367475,0.167344545,-0.710283352,1.325954811,-0.309634953,0.017879148,-1.192358211,0.952852331,0.108829779,-0.747124751,-0.202942233,-0.382487247,0.091245211,-0.652735895,-0.259297637,-0.727964617,-0.297291756,-1.551921281,0.045600458,0.170612562,-1.201310064,0.771882298,0.103399939,-0.385260886,-0.542689359,-0.116925065,-0.584335675,-0.041589689,0.21558679,0.616312067,-0.122336713,1.646645079,-0.503114339,0.207749152,-0.804449385,0.424922976,-1.01654722,0.985245105,-1.153275151,-0.6518201,1.325029688,-0.853230617,-0.515042123,-0.31546941,-0.507660317,-0.421859275,0.141419759,0.424865822,0.446335011,0.148113273,0.041504496,0.357766402,-0.341480601,-0.211251225,-0.401532085
"1407","P11802","CDK4_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens GN=CDK4 PE=1 SV=2","CDK4",-0.086160499,-0.170168989,-0.127973642,0.009640934,-0.220138446,-0.09800676,-0.340089492,-0.435851396,-0.209192709,0.196188776,-0.637083253,-0.636744424,-1.104295342,-0.276714758,-0.389474236,0.295909804,-0.391999385,-0.809443905,-1.135278835,0.194736316,-0.384950903,0.437044567,1.431230019,0.084729695,-0.126675709,-0.017421402,-0.471270349,2.634457789,-0.257786149,0.176712913,-0.042318405,0.348820652,0.171894808,0.24221139,-0.22626491,-0.074840895,-0.006295786,-0.044203658,-0.358544411,1.137724547,-0.193892219,0.250880549,0.079984271,0.104494738,0.0394898,-0.236805441,-0.217573306,0.471524248,0.917211063,0.325676979,0.128502926,-0.13495037,0.243686008,-0.646988642,-0.018854545,-0.35499866,0.044443188,-0.262530067,-0.213633192,0.451220025,-0.184352266,-0.004876903,-0.045078093,-0.068848021,0.530455339,-0.46746317,0.233173487,-0.112260286,-0.322711398,-0.212357486,-0.388829802,-0.177538007,-0.337411337,-0.218016866,0.685241912,-0.281851404,0.407890741,0.213135285,1.995062249,0.076202732,0.021188049,0.22057943,-0.025244198,0.331057231,-0.446850847,0.603642935,-0.078142998
"1408","P11836","CD20_HUMAN B-lymphocyte antigen CD20 OS=Homo sapiens GN=MS4A1 PE=1 SV=1","MS4A1",0.30167853,0.392592012,1.062932899,-1.018383632,-0.988911388,-0.271451031,-0.200129184,0.276627421,2.423154226,0.041808438,-0.856932655,-0.435593761,1.514891876,-1.395609791,1.097561679,-1.25020725,1.931536135,1.618115845,2.387496124,1.349308173,-0.929729643,-0.941436239,-1.14299977,0.75147666,3.323393608,-1.098882215,-0.460511375,4.149632883,-0.900798604,5.935838861,-1.976659779,-1.933908928,-2.731627293,-1.772992892,-2.56948198,-1.051946803,-0.68246857,1.40843588,-1.462193891,-0.413976287,-0.431531431,-2.156040984,-2.757112931,-2.26663774,3.48785706,2.357406084,0.037547329,-1.435932891,1.000017378,-2.081386558,-0.513735968,0.726068284,2.624389928,-1.209643936,1.070343922,-0.347744171,0.276569611,4.544170217,-0.599856759,2.121262161,-0.31422999,-0.729921199,-2.191248133,-1.564162405,-0.788147648,1.357104237,-1.784637453,-1.003608639,-0.404549734,-1.663083271,-1.302532284,-0.190680108,0.662089724,-1.75157243,-1.885058715,-3.157726864,-0.567182124,-2.541101639,-0.131676784,0.869881726,0.436086341,-0.763884637,0.922629441,-1.099104077,-0.368545274,0.083848854,-0.107533273
"1409","P11908","PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens GN=PRPS2 PE=1 SV=2","PRPS2",-0.330021202,-0.926804517,0.00243594,-0.544036576,0.279454212,-0.184908551,0.365250289,-0.046848921,0.403010761,0.060751624,0.558220855,0.746793297,0.027168301,-0.466681316,-0.528654495,-0.364499558,-0.105323213,-0.615032112,-0.511681503,-0.925276848,-0.673813975,2.105446899,1.228521502,-0.333586054,-0.904255992,-0.944945973,1.466593176,-1.174345773,-0.210991359,-0.197738252,-0.339971852,-0.344778782,-0.189693222,-0.043258994,-0.182534764,0.176866689,0.224295173,0.33090456,0.06464842,0.764261174,1.242226403,-0.066590475,0.065400365,0.122519818,-1.221363572,0.433367084,0.110872243,-0.778662337,-0.496952016,-0.618378319,-0.66629026,-0.37130747,-0.351989119,-0.414217713,0.123477921,-1.060141967,0.854323887,-0.687354135,0.12448682,-1.646083367,-0.652137877,-1.650236101,-0.366653991,-0.341880387,-1.392662869,0.09434639,-0.966348039,-1.342908017,-1.097097611,-0.627424352,-0.722931819,-0.45768119,-0.273595302,0.104623588,0.943542573,-0.258324983,0.495624254,-0.086499427,0.636017879,-0.045076497,0.865446857,-0.085775754,0.09375343,-0.434215229,-0.1354052,1.612834774,-0.586960933
"1410","P11940","PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2","PABPC1",0.015358362,0.126697104,0.153965923,-0.377277647,0.607550636,-0.21075699,-0.219192686,0.084196858,-0.365744799,0.076551182,0.220549891,-0.170057097,-0.302093007,-0.23112379,-0.516277788,0.007983089,0.028030459,-0.115509239,-0.491793374,-0.210240377,-0.148184928,-0.003902344,0.677553006,-0.087118893,0.109051014,0.513245179,-0.265831111,0.12687526,-0.030660092,-0.189430393,-0.459855813,-0.05714773,-0.415171336,-0.677207453,-0.021106612,-0.30131937,-0.117678411,0.17237687,0.291981673,0.508840246,0.640732402,0.379236054,-0.375443033,0.037132652,-0.17487315,-0.033089286,0.549447397,-0.273827952,-0.1981696,0.456585477,0.008718641,-0.293792604,-0.240263651,-0.19237518,0.228866047,-0.161803923,0.583868723,-0.086478118,0.228106565,-0.054342222,0.185903288,-0.468459128,-0.132024464,-0.412191472,0.292720565,-0.069571442,-0.055093403,-0.201840099,0.046094361,-0.0205701,0.102331064,0.014351749,-0.200820018,0.098953109,0.375453029,0.28440375,0.430434526,0.18902763,-0.529949279,-0.332707763,0.203374814,0.014052045,0.20525412,-0.291607779,0.067897205,0.167697383,0.251096422
"1411","P12004","PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1","PCNA",-0.96504702,-0.464752789,-0.397967727,-1.256975922,-0.009143887,-0.337583665,-0.182849543,0.509012985,-0.877395923,-0.645498135,0.07481611,-0.647727532,-0.831833726,-0.836977232,-1.233818145,-0.548552811,-0.348622733,-1.121826135,-1.379250406,-0.579013668,-0.337886063,0.587700919,3.031969715,0.066437163,-0.63180277,0.10355341,0.081067237,0.178962049,-0.027404197,-0.753825324,-0.448142855,-1.093843494,-0.104931077,-0.506997395,-0.054776715,0.199446417,-0.264144436,-0.086652012,0.296515152,0.597924112,0.948517662,-0.352059719,-0.094414814,0.226801678,-0.861214849,1.045952193,0.683963217,-0.086085873,-0.995722572,0.816050688,-0.558640095,-0.926971225,0.47731609,0.099263313,-1.190376944,-0.930369267,0.78501411,-0.881320881,0.356859286,-0.628466099,-0.503972226,-0.930965358,-0.39182295,-0.023599702,0.036999892,-1.181894836,-1.064873808,-1.173520109,-0.418372759,-0.858409039,-1.182650865,-0.429382267,-0.430748394,0.424524056,1.421164885,1.044147811,0.38411258,-0.428542741,-0.339513959,-1.166178055,-0.257089323,0.397984457,-0.09761528,-0.566888775,-0.342171051,1.668007377,-0.411015844
"1412","P12035","K2C3_HUMAN Keratin, type II cytoskeletal 3 OS=Homo sapiens GN=KRT3 PE=1 SV=3","KRT3",-0.353797926,0.332126947,-0.173820133,0.47676426,0.03771763,0.008426325,0.229923695,-0.499864124,0.461645934,0.943206072,5.157767457,0.161184892,0.676593609,0.421920972,0.077716098,0.093683956,-0.596564175,0.456623656,1.281953106,1.727673074,2.635829684,-1.6222551,4.231265037,0.767312049,-0.806880096,-1.031087553,-0.452097434,-0.859897985,0.141093814,0.315428337,0.388576752,0.120879272,0.07482449,0.262069359,0.199624398,-0.035556879,0.424230858,4.678361114,-0.829431963,-1.302614299,-0.33074785,-1.23604445,-0.986307463,0.14162935,0.216410438,-0.341044742,-0.676240586,0.111990892,0.327285298,-0.873965878,-0.112183027,-0.366433827,0.640889658,-0.229801114,-0.37578764,-0.19427614,-0.567516029,0.246505605,-0.513022022,-0.143333576,-0.537119849,0.722283896,-1.441181206,-0.912118776,-1.041890768,-1.371042254,-1.340830821,0.530767613,-0.610650224,4.267283643,-1.403787047,1.519492344,-0.464072292,-0.629543207,-0.523032996,-0.841001055,-0.356621831,0.747215362,0.305275059,0.133101026,0.092735409,0.145239767,-0.270568,0.230754141,-0.204837938,0.416709161,0.080832983
"1413","P12081","SYHC_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=1 SV=2","HARS",0.124851056,-0.37931815,-0.069892196,-0.501411146,-0.144186795,0.060125541,0.00071257,0.341473819,-0.051361857,-0.153926528,0.008187856,0.134259116,-0.177980468,-0.321548689,-0.564796015,0.212302586,-0.576987013,-0.383171571,-0.38943114,0.063377763,-0.137061624,0.547723596,0.537217282,0.004689401,0.330546195,-0.366265853,0.126715004,-0.128317469,-0.587028823,0.056843163,0.067256591,-0.194496533,0.483602986,-0.085690286,0.499720238,0.306605643,0.920744063,0.202900117,-0.472402494,-0.066452084,-0.2646444,-0.883310916,-0.051601065,0.413132952,-0.2572875,-0.034379862,0.514279886,-0.031630468,0.194072579,-0.070956719,0.510956468,-0.055479279,-0.057794647,0.374109594,0.334584008,-0.109349455,0.152138742,-0.349747451,0.014277054,-0.758733655,0.400500166,-0.97606484,-0.586417892,0.579276836,-0.468887609,-0.002886411,0.029092946,-0.295763343,-0.230681772,-0.455950929,0.441903927,-0.282164684,0.303182785,0.294262942,0.10779631,-0.073423567,0.351576274,0.139884852,-0.462634899,-0.282731228,0.664578627,0.328988353,0.611320861,0.18947105,-0.319721946,-0.05497169,0.14084622
"1414","P12107","COBA1_HUMAN Collagen alpha-1(XI) chain OS=Homo sapiens GN=COL11A1 PE=1 SV=4","COL11A1",-0.74492916,-0.450881254,-2.002500417,-1.432806818,-1.716737163,-1.113436153,4.556157148,0.261420123,-1.641677961,-1.86750164,-0.747923023,0.037515579,-1.21745933,3.326499434,-1.273104929,-1.074420091,-1.752929389,-0.981480668,-1.733190449,-0.798293684,-0.77697876,1.097415869,-0.594429859,-0.482110785,0.89919007,2.468345588,1.293814447,-0.833745849,-3.106524564,0.867808831,-1.578839157,-4.162555832,-2.578320783,1.624866299,-0.385263646,-2.505009585,-2.859287413,0.184333054,-0.611612451,-1.32400964,-0.948193584,1.776289029,-0.925063692,-0.744784954,-2.801847411,2.284138871,-0.495948445,-1.104256363,-2.940654581,-1.532905345,0.995651802,0.590436209,0.613918643,-0.754227702,-1.298072131,-1.255468134,1.341046202,-0.056976628,1.268719119,0.142801698,0.159346643,-1.249234227,-1.128654114,-1.850056968,-1.079936859,-1.850861115,3.319196154,-0.912654621,-0.031973775,-2.166031162,2.699908342,-1.457736322,-0.661954976,0.753455702,-2.57582346,-0.434508821,0.262265206,3.539728151,0.003688748,-2.779427454,-1.279557159,-1.669042915,-0.592398377,-1.861188935,2.889650429,-0.893847427,-0.004675823
"1415","P12109","CO6A1_HUMAN Collagen alpha-1(VI) chain OS=Homo sapiens GN=COL6A1 PE=1 SV=3","COL6A1",-0.523756332,1.257508677,0.75673141,0.433637781,-0.870702138,-0.645916557,0.360288982,-0.39949049,0.815994634,0.009519311,-0.203149902,-0.486344288,-0.436771622,0.186505485,2.05036673,0.574888007,1.001684531,0.013967137,0.903733645,0.413366414,-0.476659458,0.095421541,-0.344012951,1.605736008,0.591762142,-0.457241951,0.270976056,0.194030338,-0.836632248,1.636126812,1.122774501,-0.943863831,1.227370712,0.023844446,-0.347367087,-0.055792204,-0.438182338,0.069524784,0.349675691,-0.269821529,-0.473088876,-0.744335685,-0.080608931,1.013457775,0.601913312,-0.33371123,-0.551233829,1.923944337,-0.111036651,-1.312433602,-0.173597536,0.173901836,0.797321885,-1.12028412,0.023556664,1.018505458,-0.638521239,1.827426346,0.505031932,0.590776376,-0.462377489,0.951031988,-0.474758575,-0.370276184,-0.650345489,-0.091118123,-0.611921172,2.075429011,-0.574394458,0.104607204,-0.180739347,0.290541203,0.79677653,-0.730175668,-0.63062682,-0.681835768,0.455539095,0.252299085,1.401201385,-0.155025997,-0.376773912,-0.054389319,-1.23837858,0.031465334,0.366150076,-0.53262651,-0.485924912
"1416","P12110","CO6A2_HUMAN Collagen alpha-2(VI) chain OS=Homo sapiens GN=COL6A2 PE=1 SV=4","COL6A2",-0.515330637,1.151001319,0.811395843,0.534205373,-0.820786956,-0.596470862,0.323879826,-0.421762348,0.814265236,-0.103836911,0.037039481,-0.3066021,-0.310692663,0.165735568,1.484504082,0.405588366,0.751476371,-0.005111348,0.707803397,0.1969363,-0.343612964,-0.066854916,-0.304519536,1.62796659,0.610671219,-0.414474633,0.356126572,0.181576037,-0.690123119,1.356188013,0.814148138,-0.828872931,0.979732532,-0.003548065,-0.219042633,-0.011903596,-0.321107711,0.055769266,0.311240879,-0.076064739,-0.336024673,-0.671686596,-0.138879563,0.906584836,0.758291841,-0.164433711,-0.415611693,1.636684544,-0.020277511,-0.868836173,-0.010932335,0.270774187,0.552403471,-0.705099813,0.032948473,0.948204606,-0.468231198,1.703832205,0.431305319,0.551887812,-0.226709758,0.844495747,-0.340435073,-0.237451602,-0.322800602,-0.108995678,-0.400743373,1.795666711,-0.251949122,0.229481441,0.039994179,0.18352353,0.836992114,-0.513096329,-0.575106063,-0.590603087,0.381075705,0.187207913,0.750859765,-0.171003166,-0.493898209,-0.021473486,-0.824510589,-0.139979624,0.329078058,-0.470339202,-0.317159224
