"","Accession","Protein","Gene","AP.JK59.P1","AP.7KJ6.P1","AP.KXUT.P1","AP.E98M.P1","AP.B2SL.P1","AP.QUHC.P1","AP.QAHT.P1","AP.9UHJ.P1","AP.NMZS.P1","AP.9D3B.P2","AP.F595.P2","AP.EFHT.P2","AP.DT88.P2","AP.JDN4.P2","AP.W455.P2","AP.JBET.P2","AP.E7CU.P2","AP.3FY5.P2","AP.4M7L.P2","AP.ZLDH.P3","AP.RQNH.P3","AP.WTXJ.P3","AP.5MX6.P3","AP.K24D.P3","AP.QD4Q.P3","AP.SS2L.P3","AP.MJ52.P3","AP.AGZG.P3","AP.B9CH.P4","AP.XCJX.P4","AP.SJVE.P4","AP.FX68.P4","AP.D9X4.P4","AP.WDKZ.P4","AP.RA2G.P4","AP.U8MP.P4","AP.HKYN.P4","AP.TBFQ.P5","AP.RBLG.P5","AP.DMUM.P5","AP.352Q.P5","AP.2E8Q.P5","AP.EZEX.P5","AP.8PRJ.P5","AP.D35H.P6","AP.HMFR.P6","AP.A5NG.P6","AP.9LNA.P6","AP.52RG.P6","AP.MGNN.P6","AP.67ZV.P6","AP.KX5B.P6","AP.6EWG.P6","AP.XSR5.P7","AP.4LRG.P7","AP.N8FG.P7","AP.5L2V.P7","AP.HFEA.P7","AP.AJWE.P7","AP.UG7J.P7","AP.5JDU.P7","AP.3336.P7","AP.CT3G.P8","AP.2XNK.P8","AP.JKPX.P8","AP.AAFC.P8","AP.XVLY.P8","AP.62LT.P8","AP.V6UJ.P8","AP.7GDN.P8","AP.KGMR.P8","AP.G79N.P9","AP.YTZ8.P9","AP.VLXG.P9","AP.94ED.P9","AP.WPAM.P9","AP.MAZ4.P9","AP.DN2V.P9","AP.HML4.P9","AP.LWHD.P10","AP.DM87.P10","AP.9PXS.P10","AP.8MWD.P10","AP.EPNF.P10","AP.YF3B.P10","AP.4HAU.P10","AP.27JZ.P10"
"7592","Q9Y6F6","MRVI1_HUMAN Protein MRVI1 OS=Homo sapiens GN=MRVI1 PE=1 SV=2","MRVI1",0.143399102,0.830687635,-0.128165383,0.538587105,-0.652512893,0.015716109,0.868174607,0.380467692,0.339123535,-0.180436911,-0.215296425,-0.455785154,0.130155988,0.638800716,0.900701118,-0.170344807,-0.291227219,-0.199133775,0.15244253,0.245065115,-0.359534963,-0.4032639,-0.665609764,0.623069119,1.160854298,-0.787651934,1.076834558,-0.6738205,-0.952283682,0.09670699,0.196297309,-0.745272361,0.871144749,1.516545449,0.096783003,0.370079206,-0.931147476,-0.351241628,-0.482371763,-1.011041264,-0.61821849,-1.100894691,-0.214264262,0.059002771,1.685958238,0.328677303,0.186136897,0.910036715,1.228398753,-1.195838791,1.574641343,0.30096125,0.657192627,-0.123004749,0.266653558,0.150671634,-0.177915001,0.0227347,-0.393309006,0.176638706,-0.049350317,1.309961956,-0.408160811,-0.66575164,-1.09554752,0.327101652,0.672697786,1.432074974,-0.425141078,-0.779751813,0.117664698,0.233951633,0.848101549,-0.10291525,-1.328008398,-0.2760808,-0.710508426,-0.330293819,-0.040487795,-0.006175506,0.461520625,-0.975070955,0.9149748,0.730238444,1.198967464,-0.341583113,0.283511644
"7593","Q9Y6G5","COMDA_HUMAN COMM domain-containing protein 10 OS=Homo sapiens GN=COMMD10 PE=1 SV=1","COMMD10",-0.10669071,0.071579748,0.215405036,0.285985891,-0.275597529,-0.185734217,-0.019337924,0.142165378,0.049886278,0.591707265,-0.352162842,-0.043520573,0.201318662,0.256303795,0.156040462,0.354698071,0.343369521,0.003889219,0.265977508,0.185920248,0.069279895,0.037857561,-0.171517497,0.223316431,0.003387591,-0.110711476,0.409351472,-0.338718248,0.531900541,0.556453544,0.156172847,0.021618219,-0.347315917,-0.395844842,-0.410466806,-0.218278153,-0.174702745,0.297756135,-0.333338818,0.877643188,-0.074106069,0.110534332,0.228519792,0.558075757,-0.274035177,-0.024440174,-0.067462606,-0.01949236,0.216331301,0.375913029,0.100166481,0.340284168,0.155776968,-0.06167196,0.464772681,0.149248849,0.234435114,0.212138332,-0.161176767,-0.192238104,0.341752776,0.353890036,0.645693261,0.599896281,-0.382566295,0.404267482,0.413240263,0.296833307,0.021761043,0.066044702,0.020745908,0.247008591,-0.46402029,-0.020481102,-0.133237328,-0.46216621,-0.27262056,-0.287625592,-0.082296661,0.351890217,0.03391897,-0.019915005,0.179813107,0.096029916,0.177016184,-0.169024193,0.154110723
"7594","Q9Y6G9","DC1L1_HUMAN Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3","DYNC1LI1",-0.093962309,-0.138689505,0.188967847,0.157014627,-0.091418013,0.082304048,-0.323828455,0.187127863,-0.113290334,-0.080705056,-0.612938152,0.371120835,0.207365587,-0.100425932,-0.207442215,-0.114421905,-0.045151822,-0.157767681,-0.286628393,-0.048066762,0.33938273,-0.094783497,0.108224528,-0.033421248,0.203863414,0.085523987,0.067688438,-0.282627394,0.008900715,-0.147052276,-0.022201092,-0.058691969,0.092398897,-0.084842407,-0.45604247,-0.36377497,0.414918684,0.089903018,-0.42574227,-0.011164582,-0.062024695,0.310620148,-0.257205758,0.193583429,0.142784484,0.53583131,0.790078702,-0.054660519,0.248871902,0.471661768,0.000360771,-0.151585212,-0.409450519,0.220586015,-0.236366211,-0.037944305,-0.274874051,0.21055911,-0.155703887,0.282758455,-0.19075357,0.25935294,-0.089863833,0.070516822,0.159589909,-0.036877077,-0.154530891,0.140830764,-0.425472877,-0.014267473,-0.359439153,0.620967521,0.1223544,0.433800241,-0.025271832,0.029040853,0.002006891,0.640701786,-0.194621725,0.07437534,0.270674195,0.066516327,0.029154178,0.115411048,0.056442414,0.280038792,0.566900786
"7595","Q9Y6I3","EPN1_HUMAN Epsin-1 OS=Homo sapiens GN=EPN1 PE=1 SV=2","EPN1",-0.066594204,0.106906712,0.449615627,0.491884647,-0.221765633,0.406190117,0.359963924,0.399920948,0.37145866,0.360117866,0.363411025,0.312689729,0.410507001,0.000389073,0.243124727,-0.081406608,-0.165262187,0.032158146,-0.063677198,0.194808579,-0.212350688,-0.250418589,0.086808123,0.254590824,0.170094482,-0.510040257,0.124029103,0.208328676,-0.082285925,0.230305985,0.380487315,-0.262817976,0.163636706,0.281215413,-0.246182919,-0.261080156,-0.027366255,0.132772264,0.143172196,-0.373537138,-0.036875258,-0.157717768,-0.397464193,0.203243485,0.474360594,0.197049282,0.202669684,0.590991145,0.086647859,0.096080545,0.213283016,0.379725181,0.248775885,0.559470926,-0.10214612,0.100828144,-0.012018233,-0.054363549,0.177254956,0.32333554,-0.169016302,0.289036765,-0.274358723,0.24259042,-0.141203963,0.129440734,0.027107508,0.551535392,-0.147535467,-0.351441237,-0.154380702,0.043211638,0.642077144,0.139261819,-0.047161636,-0.195727321,-0.308927404,0.234085925,-0.082903227,0.120639936,0.257398368,0.186209087,0.030704548,0.253046287,0.29072381,0.151524475,-0.136926229
"7596","Q9Y6I4","UBP3_HUMAN Ubiquitin carboxyl-terminal hydrolase 3 OS=Homo sapiens GN=USP3 PE=1 SV=2","USP3",0.096589867,0.064374192,0.049417815,0.017222034,0.121345851,-0.060056675,-0.193033091,-0.00420103,-0.098571896,-0.155058747,-0.299819445,-0.060739496,-0.056063614,-0.041081707,-0.115747612,-0.268502761,-0.082998877,0.366796518,-0.546904518,0.158880642,0.064296838,-0.601620978,-0.255898658,0.035281096,0.449638345,0.047947176,-0.105268023,0.118338407,-0.402403422,0.628464885,-0.169132005,-0.129877772,-0.310576865,0.048395571,-0.05645525,-0.213412661,-0.217203316,-0.269956646,0.577377752,-0.248848318,0.063175141,0.101115205,-0.027894702,-0.129299435,0.246162701,0.725033331,-0.12966789,0.240772259,0.212064234,-0.39488613,-0.270665418,0.055199491,0.33621009,-0.052897382,0.074345185,-0.411007284,0.754329763,0.549931991,-0.357650859,0.447860023,0.124232788,-0.024416909,0.279275808,-0.03389654,0.380639741,0.0422803,0.03837998,-0.00471317,0.242844147,0.252789085,0.138476558,-0.049648712,0.522073035,-0.310092243,0.029467656,0.76660702,0.911420802,0.301447219,0.354815258,-0.012710561,-0.10192152,0.203159685,0.106667874,-0.204992662,-0.119131484,0.323101133,0.023289917
"7597","Q9Y6I9","TX264_HUMAN Testis-expressed protein 264 OS=Homo sapiens GN=TEX264 PE=1 SV=1","TEX264",-0.023728512,0.237367676,-0.479173225,0.893611361,-0.333009262,-0.326235678,-0.845934675,-0.319641015,-0.341338695,0.675232407,-0.606290865,-0.143393895,-0.128880932,0.047571778,0.49857505,0.278716711,-0.057533908,0.24150666,-0.111161948,-0.106073098,0.774327572,-0.02940739,-0.354217499,0.087912589,0.203903396,0.350173792,-0.320776418,0.322567161,0.534429261,0.287576792,0.486584625,-0.322139891,0.07699786,-0.541562922,-0.511079956,-0.010593449,0.307333692,-0.581031503,-0.48464855,-0.954280045,-0.869858732,-0.09128904,0.04172762,0.039537377,0.040485475,0.463339311,-0.438236075,-0.0842543,0.045463901,1.063869071,-0.380514834,-0.261615933,0.22267212,0.462860033,-0.203722231,0.920657533,-0.549050097,0.062138694,0.103882683,-0.066919846,-0.453848649,0.246092693,0.145660109,0.282321788,0.677400353,-0.364659291,0.042474514,0.111797951,-0.339323389,0.176643359,-0.134701382,-0.227392007,-0.070483819,0.633276708,-0.205500342,-0.117035142,0.068421813,0.931037095,0.134872922,0.24838044,0.200331528,-0.163179299,-0.41115267,0.040450888,0.151564686,-0.037173867,0.509033865
"7598","Q9Y6J0","CABIN_HUMAN Calcineurin-binding protein cabin-1 OS=Homo sapiens GN=CABIN1 PE=1 SV=1","CABIN1",-1.253010463,0.805084546,0.011325374,0.570682073,-0.925233006,0.765519364,0.015533494,0.371765894,0.730638021,0.25503162,0.496934325,0.225742365,0.118040865,0.316377995,0.866376557,-0.171426314,0.075109035,0.489454914,0.844214457,0.068992908,0.556420705,-0.109666968,-0.143503792,-0.422100601,0.056823678,0.347726354,0.038517976,-0.119026427,0.661935481,0.222947013,0.140291767,0.061149134,0.085395185,-0.256752323,-0.09438072,-0.013415007,0.218736539,-0.235104619,0.128266139,0.705913707,-0.073448989,0.017270477,0.278352414,-0.116191398,0.340317702,-0.045624555,-0.16601419,0.063062089,0.721514844,-0.424759768,-0.002795152,0.982163728,0.008334731,0.055254868,-0.001673964,0.161267271,-0.141567257,0.197927844,-0.12278475,0.024330946,0.044292133,0.271849357,0.911182358,-0.024647074,0.588017261,0.624495321,0.545480744,0.035745641,0.830147916,0.523212351,0.273146763,-1.253016436,-0.134243245,-0.553461977,-0.663739364,0.098553255,-0.583298899,-0.155202028,0.883533133,-0.168415471,-0.049415766,0.049137965,-0.832144509,0.393914114,1.292962741,0.046970423,0.104282225
"7599","Q9Y6J9","TAF6L_HUMAN TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L OS=Homo sapiens GN=TAF6L PE=1 SV=1","TAF6L",-0.118325163,-0.092038886,0.368532334,0.258252582,0.305531275,-0.231055509,-0.614821784,-0.070646772,0.461313564,0.477639948,0.418958647,-0.448285324,-0.073418167,-0.290210568,0.097360741,0.064406383,0.232400481,-0.233567857,0.664310122,0.476774052,0.381865041,0.023339918,0.228096369,0.040206924,-0.038046673,0.527458157,-0.177402806,0.252976778,0.455060287,0.387056167,0.065144041,0.045135938,0.340342424,0.044775581,0.377779862,-0.14652618,0.712060334,-0.129031309,0.482306859,0.201142978,0.221487179,0.269942787,-0.154451174,-0.445838867,0.117485213,0.539991802,-0.636475468,-0.096126447,0.380426555,-0.164158761,-0.246361471,0.378161572,0.306567566,0.013711192,0.046178219,0.166771186,-0.05267593,0.819948631,-0.141356848,-0.087698078,0.013623315,0.504746279,0.526009504,-0.209249326,0.152057791,0.176014245,-0.454847559,0.072119993,-0.023276266,-0.070010905,-0.405643685,-0.190962715,0.241005475,0.022285035,0.232689957,0.626295098,-0.071653868,0.179789695,0.241519254,0.707275086,0.05161522,0.18344664,0.078151148,0.004865406,-0.268700889,0.84014987,-0.095373865
"7600","Q9Y6K0","CEPT1_HUMAN Choline/ethanolaminephosphotransferase 1 OS=Homo sapiens GN=CEPT1 PE=1 SV=1","CEPT1",-0.295268727,-0.343214883,-0.335953969,-0.26764964,0.022050619,0.356511988,0.095774593,-0.52902153,-0.747112818,-0.091224051,0.065097534,0.135074385,0.09535122,0.037438858,0.025981918,0.08603424,0.306649051,0.118205165,-0.062553638,0.730742752,0.045734533,-0.178042076,-0.089635415,-0.230311586,-0.593422929,-0.04333127,0.135123788,0.311143283,0.151108082,0.193154884,-0.086678423,-0.079506448,-0.055811536,-0.074365291,-0.242769942,0.0935951,0.032810351,-0.452953483,-0.081606001,-0.404148854,-0.166469015,-0.336359657,-0.255040847,-0.241688163,0.119389286,-0.717984721,0.533069983,-0.304517546,0.473949026,1.118434452,0.469454625,0.401272133,0.719148645,-0.072335674,0.055948009,-0.03099668,0.005017927,0.146309772,0.037839732,0.004160447,0.112240648,0.137973228,0.315577528,-0.032253102,0.394966064,0.418049547,-0.07637154,0.291640445,0.255877886,0.119822818,0.69902006,0.290988658,-0.071274247,-0.302838607,-0.096191368,-0.060203772,-0.452875368,-0.633005998,0.70513845,-0.009821377,0.145557178,-0.114416467,-0.090743043,-0.23280345,-0.053849922,0.129943256,0.067468364
"7601","Q9Y6K1","DNM3A_HUMAN DNA (cytosine-5)-methyltransferase 3A OS=Homo sapiens GN=DNMT3A PE=1 SV=4","DNMT3A",-0.069368327,-0.245213238,0.174662253,-0.379711236,0.238078,-0.273511736,-0.186940385,-0.185542055,-0.092481521,0.051819937,0.429463014,-0.135435041,-0.176547628,-0.160483084,-0.232491858,-0.228157837,-0.285548078,-0.140826382,-0.371757712,-0.679266907,0.554183859,0.750707476,1.461837722,-0.004988638,-0.480610928,1.649097507,-0.027715492,-0.046545996,-0.429978098,-0.385000765,-0.907080608,-1.199263937,-1.151742985,-0.783315496,0.087643787,-0.494661197,-0.450566279,-0.162954476,-0.10313896,1.317691486,2.042110298,0.184699295,-0.508676377,-0.513832902,-0.161945289,0.303388974,0.140928708,-0.213275598,-0.233474917,0.154947797,-0.245799323,-0.23282246,0.10257183,0.042931043,-0.165059314,-0.336737589,0.283848252,-0.132691522,-0.146794861,-0.084101404,-0.093990934,-0.114131651,0.112321452,-0.567076218,-0.322310024,1.16640693,0.070134212,-0.477583012,-0.42623143,-0.720978336,-0.628922955,0.003947642,-0.187643139,0.17129912,0.238148911,0.458635747,0.395693308,0.243571019,-0.14593261,-0.379519173,-0.167084226,1.059905194,-0.689507099,-0.803023772,-0.492338057,1.444877983,-0.188906876
"7602","Q9Y6K5","OAS3_HUMAN 2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3","OAS3",-0.915030238,0.220718225,-0.986366017,-0.503441985,-0.282529154,0.032954316,0.657653273,0.183214165,0.636797798,1.347964058,-0.741253361,0.007269054,0.302398898,-0.760927102,-0.339359212,0.057802299,0.662280247,0.140151358,-0.85205392,-0.256683334,1.168481662,0.891339627,0.75364781,-0.23558162,0.291404334,-0.229909138,-0.612669078,0.555994464,-0.455928898,0.98258521,-0.449745332,-0.522960685,0.731205819,-0.4473991,0.625522196,-0.689146385,-0.8275232,-0.405204168,0.596694167,-0.328116416,-0.267522236,1.020559995,-0.002356655,0.020794679,-0.102302484,-0.238189342,0.743107447,0.389348842,0.729491936,0.227591718,0.19634771,-0.692013809,0.954456208,0.841097879,-0.157009942,0.07408953,-0.608298915,-0.514821968,-0.332512194,-0.718221631,-0.150861295,-0.491522678,0.333997069,0.523471816,0.015299878,0.158243205,1.066366869,0.251676386,-0.608097736,-0.579216675,0.424947991,1.767500894,-0.558823157,-0.051536491,0.400999582,-0.996242899,0.826845617,1.251587691,-0.682252077,0.806394748,1.766503607,-0.626207288,-0.769755518,-0.763103255,-0.953747796,-0.235375754,-0.438757215
"7603","Q9Y6K9","NEMO_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG PE=1 SV=2","IKBKG",-0.073698792,0.649112817,0.119377397,-0.158063857,-0.092307824,0.120093865,0.321261894,0.284099154,0.145263229,0.269699642,-0.16891767,0.058027149,0.054613699,-0.055306478,-0.016261329,0.062712246,-0.078035798,0.00140804,-0.124890596,-0.442270551,-0.246300404,0.090472746,-0.151866416,0.378220164,-0.226851569,-0.242772836,-0.407734585,0.078346435,0.047730057,0.322388943,0.171463148,0.0356766,-0.187149869,0.043399851,-0.137545315,0.2114932,0.111961899,0.602859289,0.404952981,-0.452171786,-0.656396417,-0.281831717,-0.876017649,0.232223823,-0.145835455,-0.514055174,-0.159080528,0.041084667,0.044832599,0.411127668,-0.11983783,-0.074600754,0.300797489,-0.72275868,0.090446923,0.211233348,0.050138251,0.425702734,0.161897243,-0.727617665,0.033534108,-0.21239734,0.070298302,-0.119868374,-0.365848292,-0.514399722,-0.315721135,-0.191109962,0.873965229,-0.376094155,0.218685169,0.035437359,0.247735099,-0.001424474,-0.06601851,-0.150674659,0.193571407,0.273210664,-0.007304359,0.419941456,0.420007737,-0.444499666,-0.429951034,-0.400230757,-0.290244399,0.133028206,0.055548302
"7604","Q9Y6M1","IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2","IGF2BP2",-0.363851992,-0.049189426,-0.854100658,-1.088203161,-0.056074838,1.53824824,-0.894919198,-0.404136054,-0.927470459,-1.444280416,3.072001297,-0.715538897,1.533616608,1.014364223,-0.030002458,-1.027076703,0.743180983,-0.579551594,0.233133641,-0.703427042,-0.630377028,-0.24899812,2.449559856,0.059404663,-0.557455098,-0.598375803,-0.535339866,-0.672271775,-0.757856451,-1.711634411,-0.820698601,-2.501717462,-2.53982516,-0.979244028,-1.19664627,-1.788527023,-2.270492731,-0.138385401,-0.467079728,0.963655331,2.296004201,1.422164106,-0.157306003,0.104864403,-1.131154024,-0.340979968,0.05464392,-0.09807403,-1.405646975,-0.132584454,-0.091445318,-1.283070953,-1.328186059,-1.641968073,-0.92609762,-0.856871337,-0.622263159,-0.330110605,0.021129057,-0.279078405,-0.362321137,-0.479392883,-0.578596915,-0.75302929,0.237255248,0.162445151,-0.090769644,-0.240141432,1.390923831,-0.771952577,0.344770781,2.4373877,-0.919899417,-0.622837028,0.472070723,-0.107973009,-1.040751397,-0.822236014,-0.638801886,-1.481672932,-0.109696246,-1.216517576,-1.236709813,-1.061194598,0.421278249,1.098559506,-1.525625195
"7605","Q9Y6M4","KC1G3_HUMAN Casein kinase I isoform gamma-3 OS=Homo sapiens GN=CSNK1G3 PE=1 SV=2","CSNK1G3",0.397729264,-0.453882254,0.159311659,0.053675094,0.053180909,-0.132595516,0.310527021,0.353311283,-0.216031517,-0.115604297,-0.077321693,-0.129650537,-0.494894381,-0.634297095,0.112168956,0.025581429,-0.453945263,-0.573840029,-0.076846535,-0.877927858,-0.217529887,-0.361090909,0.318800767,-0.237423088,-0.104413408,-0.140414736,-0.345177192,-0.624766247,0.054097579,0.117416297,-0.296180396,0.106700814,-0.179570535,-0.09364743,0.224710848,0.033663572,0.026164968,-0.348213324,-0.400811112,-0.308275139,-0.15791845,-0.23703675,0.066769162,-0.407847708,-0.013854708,0.040631452,-0.011943977,-0.08081896,0.139610155,0.163063529,-0.391991152,-0.015561212,0.146232251,0.281183569,-0.045051357,-0.042430626,0.159594178,0.087908183,-0.053835883,-0.040081781,0.07403072,0.041715474,0.321450678,0.177426525,0.093565072,0.235032702,-0.077595449,-0.072898476,0.11661804,0.267930332,0.285156376,0.869706696,-0.761306981,0.251872618,-0.135710594,0.86874081,0.402179929,0.524262687,0.140411527,0.228317077,-0.265624151,0.023260132,0.166422528,-0.141320781,0.228665856,0.179986446,0.078849983
"7606","Q9Y6M5","ZNT1_HUMAN Zinc transporter 1 OS=Homo sapiens GN=SLC30A1 PE=1 SV=3","SLC30A1",-0.633241571,-1.250102736,-0.203590342,0.365624835,-0.055872311,-0.394807212,-0.540715974,-0.036022316,-0.657837641,0.38010421,-0.096510859,0.287911573,0.862923844,0.03375644,0.4888732,0.733546353,0.094053709,0.604331097,0.070329365,-0.241311838,1.362603615,-0.849759387,-0.032821671,-0.349091283,-0.735705888,3.403721602,-0.904880359,-0.06049753,-0.025327064,0.298218534,-0.147197978,-0.324504069,-0.015139377,-0.404223865,0.366945592,-0.327856558,-0.939704587,0.14041003,-0.461323007,-0.796678647,-0.304858888,0.21780231,-0.676719511,0.359908448,-0.302270131,0.461516307,-0.337817815,-1.048154386,-0.151817319,-0.2759974,-0.18610369,-0.513816527,-0.155739409,0.226117703,0.004163346,0.24867043,0.309634631,-0.127643314,-0.014261115,0.51230747,0.180722005,-0.01418809,0.468386292,-0.405667022,-0.046398976,0.499874915,0.50726097,0.096851714,-0.021974181,-0.069219065,0.311165016,0.00572193,-0.10323845,1.036973712,0.05880212,0.194745354,0.528456208,0.005230451,0.29659645,-0.204571851,-0.649994258,-0.691624719,-0.820222793,-0.385925343,-0.889366864,-0.600336173,0.549418655
"7607","Q9Y6M7","S4A7_HUMAN Sodium bicarbonate cotransporter 3 OS=Homo sapiens GN=SLC4A7 PE=1 SV=2","SLC4A7",-0.135729341,-0.017352326,-0.330989138,-0.100085476,-0.386261643,-0.932356643,-0.669423578,-0.732663484,-0.581927962,0.361882818,0.102186985,0.25574138,0.652037494,0.375414254,0.383471834,-0.092597427,0.049196226,0.36498194,0.380062321,0.597501104,0.065761609,0.405631178,0.353130371,0.256028826,0.783114197,0.24917936,0.708181229,0.477401949,-0.07594062,-0.804503622,0.30655913,-0.692366333,0.155552252,0.642087944,0.077508658,-0.126675789,0.181726661,0.157214279,-0.258526348,0.269591728,0.256314036,-0.639368928,-0.116104642,0.080530805,0.229104962,0.06199033,0.852356935,0.550503099,-0.232132151,-0.167667171,-0.251031721,-0.564977294,0.152403448,-0.365463834,-0.455436809,-0.284966009,0.306412872,-0.079997824,-0.40742724,-0.348003513,-0.449295374,-1.244174772,-0.261927864,-0.467276568,0.28652517,-0.134826103,0.309172756,-0.269501421,-0.357236746,-0.775891339,0.102066502,0.23384135,-0.030890893,-0.164686374,1.416046654,0.179775664,0.282087267,0.802619574,-0.558666802,-0.399838526,0.049726669,-0.428405835,-0.065930282,-1.166430104,0.261228251,-0.070824837,-0.173698031
"7608","Q9Y6M9","NDUB9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=1 SV=3","NDUFB9",-0.093877988,0.067025393,-0.125315564,0.928721288,-0.640586075,0.347723332,-0.075736619,-0.195834521,-0.139682598,0.994006409,-0.985348571,-0.396659484,0.323455075,-0.016288578,0.302111888,0.230741276,0.215554789,0.073851134,-0.18964181,-0.252449922,0.083230444,-0.219824559,-0.036803084,0.402006817,-0.024316183,0.611483527,-0.223120677,0.652580898,0.93940169,0.221361336,-0.030016813,0.541701426,-0.193853719,-0.222217283,-0.408024811,0.170884588,-0.279113706,-0.315211523,-0.02349465,0.518952737,-0.209092037,-0.330230169,0.169158842,-0.339238069,0.428279678,0.296192723,0.423341697,0.349495417,1.208608403,-0.788017944,0.086901136,0.134763803,0.273840217,-0.012477058,0.021412328,0.163228512,0.107690884,0.368976246,-0.406499882,-0.268970999,-0.328673819,-0.027116657,0.011699971,0.012035689,-0.005736169,0.251467714,0.652233532,0.378133795,-0.583517649,-0.144793133,-0.163539336,-0.485310111,0.239279775,0.291997103,-0.600629742,-0.141262622,0.278807156,-0.065464665,0.379307794,0.314178889,0.551068474,0.039486926,0.407405884,-0.181861748,-0.058894806,0.304432874,0.24683601
"7609","Q9Y6N1","COX11_HUMAN Cytochrome c oxidase assembly protein COX11, mitochondrial OS=Homo sapiens GN=COX11 PE=1 SV=3","COX11",-0.119706827,0.343290856,-0.248059817,0.127600666,0.121068133,0.207272452,-0.0489006,-0.181419241,-0.155714712,0.662406238,0.430735149,0.085804586,0.129100941,-0.04679158,0.543952632,0.374185531,0.332276353,0.528821731,0.418588046,1.035209166,-0.150642492,-0.332784096,-0.370742053,0.14726404,0.088494065,1.786676369,-1.236912613,0.045207119,0.106553509,0.277970247,-0.272627806,0.356026157,-0.136139023,0.288052687,0.178537998,-0.17314854,-0.310293898,-0.501134772,0.059382347,0.362760317,-0.055358638,0.340561909,-0.415069691,0.549062076,0.525488894,0.260925646,-0.193447392,0.650607631,1.695170996,-0.096271052,-0.193480749,0.227502013,0.123579968,-1.055429002,-0.264216742,0.373166288,0.333547467,0.240130804,0.030334675,-0.670403379,0.484455395,-0.241779813,0.985979537,-0.392843542,0.46001783,-0.376472756,0.239855675,0.283168949,-0.338183222,0.33718537,-0.431566867,0.461886944,0.349367194,0.742797426,0.728841811,1.073908994,-0.653634961,0.847670838,0.77446506,0.398990502,0.639620833,0.778605449,-0.070126589,0.835402703,-0.291102966,0.547378515,0.816600664
